"severity","issueId","issueDescription","wcagConformance","url","context","howToFix","axeImpact","xpath","learnMore"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-improvement-strategy/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-improvement-strategy/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-improvement-strategy/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-improvement-strategy/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-improvement-strategy/","<h1>Quality improvement strategy</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-of-care-initiatives","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-of-care-initiatives","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-of-care-initiatives","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-of-care-initiatives","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/quality-of-care-initiatives","<h1>Quality of care initiatives</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/","<h1>Health tips you can use right now</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/2024-plan-expansion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/2024-plan-expansion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/2024-plan-expansion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/2024-plan-expansion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/news-and-media-archives/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/news-and-media-archives/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/news-and-media-archives/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/news-and-media-archives/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/press-releases/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/press-releases/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/press-releases/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/press-releases/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/recent-media-coverage/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/recent-media-coverage/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/recent-media-coverage/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/recent-media-coverage/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/your-medicare-options","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/your-medicare-options","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/your-medicare-options","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/resources/your-medicare-options","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/sales-events/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/sales-events/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/sales-events/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/sales-events/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs","<h1>Search Our Drug List</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2023-drug-lists","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2023-drug-lists","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2023-drug-lists","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2023-drug-lists","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2024-drug-lists1","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2024-drug-lists1","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2024-drug-lists1","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-drugs/2024-drug-lists1","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-providers","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[aria-haspopup=""true""][role=""button""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-providers","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[aria-haspopup=""true""][role=""button""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-providers","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[aria-haspopup=""true""][role=""button""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-providers","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[aria-haspopup=""true""][role=""button""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/search-providers","<select aria-label=""States""><option value="""" aria-selected=""false"" disabled="""" selected="""">Select State...</option></select>","Element's background color could not be determined due to a background image","serious","select","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
